,tweet,id,lang,score,topic
16777,"<MENTION> Eat plenty of fruits and vegetables
<MENTION> <MENTION>",1.5114190767945318e+18,en,0.7078372836112976,We should encourage more fruits and vegetable consumption
17210,"I know it can be more easier for many people to start eating more fruits than vegetables.

However, it is also very expedient to eat various forms of vegetables especially for their varying pigmentations (colours) which interpretes to a host of antioxidants and phytochemicals",1.5109436030860452e+18,en,0.7065536975860596,We should encourage more fruits and vegetable consumption
16507,<MENTION> What about your fruits and vegetables? Lol,1.51172289471121e+18,en,0.7059962153434753,We should encourage more fruits and vegetable consumption
16338,Eat fruits and vegetables #HealthandFitness,1.5118880709745787e+18,en,0.7053341865539551,We should encourage more fruits and vegetable consumption
16392,<MENTION> Eat your fruits and vegetables 👀,1.5118280000477798e+18,en,0.7014024257659912,We should encourage more fruits and vegetable consumption
17020,<MENTION> you like vegetables more than fruits,1.5111534248297144e+18,en,0.7002090811729431,We should encourage more fruits and vegetable consumption
16657,<MENTION> Fruits &amp; vegetables.,1.5115402275376128e+18,en,0.6953837871551514,We should encourage more fruits and vegetable consumption
17102,<MENTION> Fruits and vegetables only,1.5110417754520125e+18,en,0.6950082778930664,We should encourage more fruits and vegetable consumption
16584,"<MENTION> <MENTION> Instead of fruits, focus on vegetables, low carb, moderate protein and high fat.",1.5116474737726792e+18,en,0.6939947605133057,We should encourage more fruits and vegetable consumption
16347,"HEALTHY DIET

By consuming more vegetables and fruits, we reduce our intake of highly processed food which can lead to obesity and other chronic diseases.",1.5118769568659333e+18,en,0.6855068206787109,We should encourage more fruits and vegetable consumption
10020,"<MENTION> Absolutely, we are lucky enough to be able to grow a few vegetables-reduces the Carbon footprint of a small portion of our food, we try and support local food producers-every little bit helps because collectively we can make a difference",1.5117273389579796e+18,en,0.6841758489608765,We should encourage more fruits and vegetable consumption
16680,<MENTION> Great message in your tweet. We will definitely add more colours to our daily intake of fruits and vegetables.,1.5115164020955587e+18,en,0.6819323301315308,We should encourage more fruits and vegetable consumption
16780,<MENTION> Fruits and vegetables 😩,1.511417303832871e+18,en,0.6744224429130554,We should encourage more fruits and vegetable consumption
16875,<MENTION> I need vegetables and fruits,1.511340863506772e+18,en,0.6709591746330261,We should encourage more fruits and vegetable consumption
23916,I think that we should all eat vegetables because they are healthy for us.,1.5098922838098698e+18,en,0.669034481048584,We should encourage more fruits and vegetable consumption
8144,"<MENTION> Add vegetables to most of your foods, máa fi Ejo pami😩... Na you dey look for cheap healthy food",1.5114412453941125e+18,en,0.6673694252967834,We should encourage more fruits and vegetable consumption
17345,<MENTION> i dont like fruits too mid + vegetable better,1.510733412725936e+18,en,0.6658197641372681,We should encourage more fruits and vegetable consumption
30406,"<MENTION> Eat a more plant-based diet focusing on vegetables, nuts &amp; beans, consume a variety of foods, avoid wasting foods, and limit foods high in saturated fats, salt &amp; sugar. #NUTR0800522",1.5110392863758172e+18,en,0.6649206876754761,We should encourage more fruits and vegetable consumption
16658,<MENTION> Try FreshThyme Market for fruits &amp; vegetables. Great quality and great prices!,1.5115399343767388e+18,en,0.6556901931762695,We should encourage more fruits and vegetable consumption
18170,<MENTION> Eat more healthy food,1.511772644496089e+18,en,0.6552107334136963,We should encourage more fruits and vegetable consumption
16512,<MENTION> Do you understand how our fruits and vegetables get to stores?,1.511719029710504e+18,en,0.6504312753677368,We should encourage more fruits and vegetable consumption
16748,"<MENTION> Eat more fiber-rich foods, like, beans, legumes, fruits &amp; vegetables  can be helpful

You want to avoid, sweets, sugary, fatty meats etc

It's a difficult lifestyle, given that so much of our foods are processed

But I'm sure we can learn from your experience, so keep us posted",1.5114534871456604e+18,en,0.6493921279907227,We should encourage more fruits and vegetable consumption
16878,<MENTION> A simple thing like changing how you store fruits and vegetables can extend the freshness of your produce and reduce #foodwaste.,1.5113383775677768e+18,en,0.6485198736190796,We should encourage more fruits and vegetable consumption
16558,"<MENTION> <MENTION> <MENTION> <MENTION> Are we assuming poor people don't need fruits and vegetables? It's all inter-connected. You increase fuel prices, rates of 10-15 other things increase",1.5116748123593196e+18,en,0.6475763320922852,We should encourage more fruits and vegetable consumption
16421,Fruits or vegetables? And why,1.5117869710138204e+18,en,0.6471084356307983,We should encourage more fruits and vegetable consumption
17005,<MENTION> <MENTION> Where much of your fruits and vegetables come from.,1.5111653511065477e+18,en,0.6465650200843811,We should encourage more fruits and vegetable consumption
16424,i need an abundance of fruits and vegetables NOWWWWW,1.5117821500639846e+18,en,0.6454777717590332,We should encourage more fruits and vegetable consumption
16598,<MENTION> Sir always eat green vegetables and fruits. wow !😎,1.5116301479499817e+18,en,0.6452864408493042,We should encourage more fruits and vegetable consumption
16534,"Do you ever wish you could eat more fruits and vegetables, but don't know where to start?

Let us tell you how!",1.5116930492938568e+18,en,0.6436718106269836,We should encourage more fruits and vegetable consumption
16751,<MENTION> Okay but vegetables suck and fruits are better.,1.5114522381825556e+18,en,0.6433620452880859,We should encourage more fruits and vegetable consumption
16764,<MENTION> <MENTION> I don't like fruits or vegetables so I have a slight bias here.,1.5114315606371246e+18,en,0.6417829990386963,We should encourage more fruits and vegetable consumption
16969,<MENTION> Increasing fruits and vegetables and decrease meat is a good start.,1.5112156033313137e+18,en,0.6401532888412476,We should encourage more fruits and vegetable consumption
16581,<MENTION> I know this tweet is not about fruits and vegetables. 🤣🤣🤣,1.5116544299588526e+18,en,0.6370511054992676,We should encourage more fruits and vegetable consumption
16371,<MENTION> <MENTION> So you go out and pick our fruits and vegetables in the fields,1.5118492232469504e+18,en,0.6368952989578247,We should encourage more fruits and vegetable consumption
17009,<MENTION> <MENTION> I think vegetables and fruits one  should always buy from the local vendor,1.5111607641485517e+18,en,0.6368074417114258,We should encourage more fruits and vegetable consumption
16244,Vegetables are better than fruits and if you say otherwise you shall be banished and left to fight amongst the others in the wilds you animal.,1.5120106074735575e+18,en,0.636780858039856,We should encourage more fruits and vegetable consumption
17014,Eat more fruits and vegetables.,1.5111572939785134e+18,en,0.6359207034111023,We should encourage more fruits and vegetable consumption
23979,"<MENTION> Hmm, I may go on fruit and vegetable diet then... 🙃😉🤣",1.5115305734997115e+18,en,0.6358178853988647,We should encourage more fruits and vegetable consumption
17233,<MENTION> It’s better than not trying at all 🤷🏻‍♀️ also could encourage eating the daily vegetable intake!,1.5093367605301248e+18,en,0.6339855194091797,We should encourage more fruits and vegetable consumption
14107,<MENTION> <MENTION> <MENTION> Switch to plant based diets to reduce food costs and benefit climate,1.5116599217496678e+18,en,0.6331568956375122,We should encourage more fruits and vegetable consumption
29707,"<MENTION> <MENTION> <MENTION> <MENTION> I probably should add that we eat a lot of fresh fruit and vegetables (never canned), whole grains more often than the other kind, and avoid sweets like the plague.

But we're not vegetarians or vegans or adherents to any of these other fad diets.",1.5099720473797181e+18,en,0.6324090957641602,We should encourage more fruits and vegetable consumption
16348,<MENTION> irregular and graded vegetables &amp; fruits too have nutrients. Will use it &amp; reduce the waster #stopfoodwaste #misshape,1.5118760481781473e+18,en,0.6303310394287109,We should encourage more fruits and vegetable consumption
17026,<MENTION> So you will pick our fruits and vegetables in the fields?,1.5111487259760026e+18,en,0.6294561624526978,We should encourage more fruits and vegetable consumption
16896,"<MENTION> <MENTION> This is an excellent idea to encourage healthy eating as well as broaden students knowledge about fruits and vegetables. Would the seasonality of produce be considered as well?🌏A great way to incorporate #sustainability as eating local, seasonal produce reduces our carbon🦶🏼print",1.5113141046399754e+18,en,0.6290349960327148,We should encourage more fruits and vegetable consumption
23891,"<MENTION> Vegetables are healthy, right?",1.5105945584925614e+18,en,0.6288627982139587,We should encourage more fruits and vegetable consumption
17105,<MENTION> WEF should try and focus on reducing the price of fruits and vegetables forget about lab made meat,1.5110388743735624e+18,en,0.6287388801574707,We should encourage more fruits and vegetable consumption
16699,I don’t like fruits and vegetables in general,1.5115038627708068e+18,en,0.6286834478378296,We should encourage more fruits and vegetable consumption
17408,<MENTION> <MENTION> I read up my question on Google and they weren't sure as well but most of the write up said fruits are good no matter the consumption,1.5109823854411203e+18,en,0.628563642501831,We should encourage more fruits and vegetable consumption
16684,Did you know that eating fruits and vegetables daily can decrease your risk for heart disease and reduce blood pressure?,1.5115152003688817e+18,en,0.6282131671905518,We should encourage more fruits and vegetable consumption
17232,<MENTION> I encourage them to at least serve the vegetable. At least.,1.5098407388629115e+18,en,0.6281386613845825,We should encourage more fruits and vegetable consumption
